Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
"PPG, other private creditors (DOD, current US$)",DT.DOD.PROP.CD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,787367983.3,988670497.7,1577322468.2,1905894976.4,2363909956.9,2418223578.5,3107259570.1,4194961915.8,5157739849.4,5762977387.4,6506837343.1,5861544768.3,6799293870.4,6464964270.6,6122965555.2,7786855080.5,9006801155.4,9684524087.2,8564543303.8,7992365157.9,8384934978.8,7885356339.6,5111354284.4,4563506536.7,4365951332.6,3636077930.3,2825374716.7,2463819623.6,1849557161,1528843484.8,1202384673.1,1966136523.1,1491658835.4,964369305,972356284.3,785823210.1,131591441.2,302048331.3,219380433.1,189417480.9,233610464.6,227773747.1,10499560452.8,24317828000,41276007000,41932763800,47102781400,50061682000
"PPG, other private creditors (INT, current US$)",DT.INT.PROP.CD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,35610851.4,43587019.7,56837302.4,102309127.8,114498910.4,134455601.4,156081520.1,205160698.2,297098290.5,365072678.2,446434709.4,493279895.8,461547071.5,282033303.3,299216162,262850446.1,297635704.4,520206911.2,479608381.1,235613195.8,236086348.8,317682567.1,246801422.3,182315860,183112440.9,264362878.2,205190468.9,115882950.7,198013356.6,64569450.5,39478568.3,17426989.7,40602890.3,20966280.1,9494572.7,6758973.5,8701367.9,16592936.2,13536660.7,18025508.1,10320859.6,6402445.8,12365482.6,121025028,156724731,135085908,127309000,1027090000
"PPG, other private creditors (NFL, current US$)",DT.NFL.PROP.CD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,247314000,177623000,619416000,320560000,430679000,150277000,747531000,786112000,616003000,590218000,733009000,-43314000,1116433000,391957000,345860000,694947000,454993000,705413000,364378000,541190000,346631000,-239992000,-426394000,-469171000,-420134000,-729204000,-537731000,-151378000,-734426000,-265271000,-214016000,-187950000,-681383000,-468569000,-2456000,-16371000,-21522000,-47087000,-77465000,-27320000,37193000,-5794000,10187448000,13670653000,17321056000,938379000,5347990000,2886068000
"PPG, other private creditors (NTR, current US$)",DT.NTR.PROP.CD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,211703000,134036000,562578000,218251000,316180000,15821000,591450000,580951000,318905000,225146000,286574000,-536594000,654886000,109924000,46644000,432097000,157357000,185206000,-115231000,305577000,110544000,-557675000,-673196000,-651487000,-603246000,-993566000,-742921000,-267261000,-932440000,-329841000,-253495000,-205377000,-721986000,-489535000,-11950000,-23130000,-30224000,-63680000,-91002000,-45346000,26873000,-12196000,10175082000,13549628000,17164331000,803293000,5220681000,1858978000
"PPG, other private creditors (TDS, current US$)",DT.TDS.PROP.CD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,78528073.8,109501235.8,175978407.2,304539164.1,377284091,469777967.6,539668119.5,665907326.1,971659250.8,1292689374,1344641052.9,1472636550.3,1506486271.7,767727105.8,856894107.5,586931427.3,841610839.1,875208265.8,1015926832,662319986.1,715432060.1,1006934147.1,865674743.5,764979609.3,950256975.8,1098530190,891585189.9,713275229.2,949681482.8,349311080,276941378.9,304270389.4,904351690.7,558825462.5,48123279.7,43446603.3,49073559.2,114289832.3,99167955.4,103576862.2,87591192.3,42074545.6,44236938.7,153447410.6,183009731,8159602908,7768725000,9838948476.5
"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,179873028.9,237453903.3,314570035.8,437924546.2,496887201.1,735640130.1,815724187,1310065487.3,2254512082.3,3180145722.5,3359770888.4,3321292399.6,3285655320.5,1255869366,1285776043.8,606072959.4,1026928551.3,1190104278,1134356723.6,4999003675.3,2166653381.4,1070448763,1082827097.7,1213808597.7,1740822445.7,2803757875,3505638302.5,3855435290.7,7505013375.2,9985379075.3,3839305059.7,7109838670.9,10424266397.6,8292513525.6,7965944129.7,6147136266.7,19948508327.3,11829416315.3,13950525429.3,4341021286.7,6963503543.5,7497627480.1,4368638862.1,10343567460.8,7218307120.1,19272590210.6,15304383454.4,19305175893.3
"PPG, private creditors (DIS, current US$)",DT.DIS.PRVT.CD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,623359400.4,749846188,1773505601,1838247684.1,2999427286.4,3070787455.5,4229564735.7,5145284750.5,8707210059.4,8748546049.2,6882564288.4,8243142186,9347288123.7,5235040254.3,7913348158.2,1512389916.7,1289791276.1,1224897389.2,4857580102.7,2196350102.5,1889531886.6,2514424660.2,1353368790.2,3466777981.6,2569062088.1,6106571873.4,7020520533.2,7931200079.5,10110299020.4,8993867004.4,14391492499.6,11528166519.6,9022095806.4,9111458238.2,10175822282.9,9880303120.6,6822805046.3,4220186388.6,12344055390.3,6886675759.9,8639993341.1,10405044574,23002121930,31731598667.7,36918663363.9,16630467484.2,17062033133.5,19364752489.2
"PPG, private creditors (DOD, current US$)",DT.DOD.PRVT.CD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,1535395588.8,2098953230.8,3542909010.7,5076582986,7751957920.5,10084294489.1,13407985189.6,17721536217.7,25146952954.1,30315891459.6,34069155307.3,37961854086.6,43623644168.5,49701868876.4,58308374783.7,59652765575.6,64860651075.2,67268421827.7,66496756550,61283815120.6,58184949594,56650375604.1,60357248458.2,62576794329,66644513295.9,70408180901.3,70953156075.2,65529495494.7,70789963701.6,63645045942.7,66776423003.7,67325843770.1,68141734225.4,69931187851.2,69706500410.8,68193985475.2,58820847986.4,53403817399.8,50589032597.5,54858347728,55968288487.4,58144257277.3,77658175652.7,97232760448.3,132519408376.6,130804625502,133618552285,132833166981.1
"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,80758742.8,99681064.9,136451066.5,278881670,453643081,682254466.9,752458232.6,934715254.4,1562402476.3,2557768445.2,3808880216.8,4746688950.9,5389258475,4724936217.4,4754520192.5,4849778973.8,3901860756.7,3865597988.5,8675375754.2,2188887815.5,295880794.5,441566042.1,1259790165.6,753460346.3,2219288267.9,5056500288.9,4033908363.5,3970961303.5,3642403091.7,4474964587.7,5010380673.6,5530368890,5209106998.5,5311216016.3,5896391239.9,5641950757.8,5908773071.9,5713645854.9,4762879374.9,4571564160.9,4204316250.1,4433213557.1,4056540387.4,5089386785.2,4925693954.8,5075822221.5,4554389892.6,5641978894
"PPG, private creditors (NFL, current US$)",DT.NFL.PRVT.CD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,443486000,512392000,1458936000,1400323000,2502540000,2335147000,3413841000,3835219000,6452698000,5568400000,3522793000,4921850000,6061633000,3979171000,6627572000,906317000,262863000,34793000,3723223000,-2802654000,-277121000,1443976000,270542000,2252969000,828240000,3302814000,3514882000,4075765000,2605286000,-991512000,10552187000,4418328000,-1402171000,818945000,2209878000,3733167000,-13125703000,-7609230000,-1606470000,2545654000,1676490000,2907417000,18633483000,21388031000,29700356000,-2642123000,1757650000,59577000
"PPG, private creditors (NTR, current US$)",DT.NTR.PRVT.CD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,362728000,412711000,1322484000,1121441000,2048897000,1652893000,2661382000,2900504000,4890296000,3010632000,-286087000,175161000,672374000,-745765000,1873052000,-3943462000,-3638998000,-3830805000,-4952152000,-4991541000,-573002000,1002410000,-989248000,1499509000,-1391049000,-1753686000,-519026000,104803000,-1037117000,-5466477000,5541807000,-1112041000,-6611278000,-4492271000,-3686513000,-1908784000,-19034476000,-13322876000,-6369349000,-2025910000,-2527826000,-1525796000,14576943000,16298644000,24774662000,-7717945000,-2796740000,-5582402000
"PPG, private creditors (TDS, current US$)",DT.TDS.PRVT.CD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,260631771.7,337134968.2,451021102.3,716806216.2,950530282.1,1417894597,1568182419.6,2244780741.7,3816914558.6,5737914167.7,7168651105.2,8067981350.5,8674913795.5,5980805583.4,6040296236.3,5455851933.2,4928789308,5055702266.5,9809732477.8,7187891490.8,2462534175.9,1512014805.1,2342617263.3,1967268944,3960110713.6,7860258163.9,7539546666,7826396594.2,11147416466.9,14460343663,8849685733.3,12640207560.9,15633373396.1,13603729541.9,13862335369.6,11789087024.5,25857281399.2,17543062170.2,18713404804.2,8912585447.6,11167819793.6,11930841037.2,8425179249.5,15432954246,12144001074.9,24348412432.1,19858773347,24947154787.3
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.15649572385945E-05,5.75554626652401E-05,0.000601096100710184,0.0123375760508124,0.29027487338646,0.538825301365801,0.626837259812479,0.663921426053356,0.689134648083369,0.733110470684542,0.758986664546217,0.803167870144341,0.868525465339581,0.971545639358529,1.01880221139415,1.06045035051327,1.09858773337608,1.13911543637368,1.21531291726155,1.29436427756358,1.38628446350627,1.47107485414936,1.55902036310424,1.6492926500152,1.747274673387,1.85939071550655,1.98549576337088,2.02434577683181
"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.39066903350904E-05,0.000122196672738834,0.0012476728660207,0.0245698619673548,0.521027293490489,0.841338867690062,0.9461797718153,0.988608327113924,1.00460090748944,1.03085355892433,1.06742298697813,1.10909366671183,1.18403473921208,1.32811502808438,1.37881898697553,1.42518456592744,1.43840596096465,1.44943462600906,1.47511113629775,1.55273577603769,1.6046568223006,1.65878263608021,1.71296874095529,1.79298287763382,1.87603010198804,2.04300844055255,2.19387204803144,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,74,..,..,..,..,..,..,..,..,..,85.7,..,..,..,..,..,..,96.8,97.2,97.4,97.8,96.7,..,98.2,..,98.2,..,..,..,97.2,..,..
"Preprimary education, duration (years)",SE.PRE.DURS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,..
"Presence of peace keepers (number of troops, police, and military observers in mandate)",VC.PKP.TOTL.UN,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Present value of external debt (% of exports of goods, services and primary income)",DT.DOD.PVLX.EX.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,71.63656840376
Present value of external debt (% of GNI),DT.DOD.PVLX.GN.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.38446698287566
Present value of external debt (current US$),DT.DOD.PVLX.CD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,188903132236.029
Prevalence of anemia among children (% of children under 5),SH.ANM.CHLD.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.4,34.6,32.7,31.1,29.7,28.3,27.1,26,25,24.2,23.5,23,22.5,22.2,21.9,21.7,21.6,21.5,21.6,21.7,22,22.3,22.7,23.1,23.7,24.3,25.1,..
Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.5,36.3,35.1,34.1,33.1,32.2,31.4,30.7,30.1,29.5,29,28.5,28.1,27.7,27.4,27,26.6,26.1,25.7,25.3,25,24.9,24.9,25.1,25.4,26,26.8,..
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44.5,44.2,43.9,43.6,43.3,43,42.7,42.4,42,41.7,41.4,41.1,40.8,40.5,40.3,40,39.6,39.2,38.8,38.4,38.1,37.8,37.6,37.4,37.2,37.2,37.3,..
Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.9,36.7,35.6,34.6,33.6,32.8,32,31.3,30.6,30.1,29.5,29.1,28.6,28.3,27.9,27.5,27.1,26.6,26.2,25.7,25.5,25.3,25.3,25.5,25.8,26.4,27.2,..
"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6
"Prevalence of overweight, weight for height (% of children under 5)",SH.STA.OWGH.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.6,..,..,..,..,..,..,..,..,..,..,7.3,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, weight for height, female (% of children under 5)",SH.STA.OWGH.FE.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.80000019073486,..,..,..,..,..,..,..,..,..,..,7.69999980926514,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, weight for height, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.40000009536743,..,..,..,..,..,..,..,..,..,..,6.90000009536743,..,..,..,..,..,..,..,..,..,..
"Prevalence of severe wasting, weight for height (% of children under 5)",SH.SVR.WAST.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,0.4,..,..,..,..,..,..,..,..,..,..
"Prevalence of severe wasting, weight for height, female (% of children under 5)",SH.SVR.WAST.FE.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,0.5,..,..,..,..,..,..,..,..,..,..
"Prevalence of severe wasting, weight for height, male (% of children under 5)",SH.SVR.WAST.MA.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.899999976158142,..,..,..,..,..,..,..,..,..,..,0.300000011920929,..,..,..,..,..,..,..,..,..,..
"Prevalence of stunting, height for age (% of children under 5)",SH.STA.STNT.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.4,..,..,..,..,..,..,13.5,..,..,..,..,..,..,..,..,..,..,7.1,..,..,..,..,..,..,..,..,..,..
"Prevalence of stunting, height for age, female (% of children under 5)",SH.STA.STNT.FE.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.7999992370605,..,..,..,..,..,..,11.5,..,..,..,..,..,..,..,..,..,..,5.80000019073486,..,..,..,..,..,..,..,..,..,..
"Prevalence of stunting, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.8999996185303,..,..,..,..,..,..,15.3999996185303,..,..,..,..,..,..,..,..,..,..,8.30000019073486,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.9,10.6,8.7,6.9,5.6,4.6,3.9,3.2,2.7,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.3,..,..,..,..,..,..,4.5,..,..,..,..,..,3.7,..,..,..,..,2.2,..,..,..,..,..,..,..,..,..,..
"Prevalence of underweight, weight for age, female (% of children under 5)",SH.STA.MALN.FE.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.19999980926514,..,..,..,..,..,..,4.19999980926514,..,..,..,..,..,3.09999990463257,..,..,..,..,2.09999990463257,..,..,..,..,..,..,..,..,..,..
"Prevalence of underweight, weight for age, male (% of children under 5)",SH.STA.MALN.MA.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.30000019073486,..,..,..,..,..,..,4.80000019073486,..,..,..,..,..,4.30000019073486,..,..,..,..,2.20000004768372,..,..,..,..,..,..,..,..,..,..
"Prevalence of wasting, weight for height (% of children under 5)",SH.STA.WAST.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.8,..,..,..,..,..,..,..,..,..,..,1.6,..,..,..,..,..,..,..,..,..,..
"Prevalence of wasting, weight for height, female (% of children under 5)",SH.STA.WAST.FE.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.5,..,..,..,..,..,..,..,..,..,..,1.39999997615814,..,..,..,..,..,..,..,..,..,..
"Prevalence of wasting, weight for height, male (% of children under 5)",SH.STA.WAST.MA.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,..,..,..,..,..,..,..,..,..,..,1.79999995231628,..,..,..,..,..,..,..,..,..,..
Price level ratio of PPP conversion factor (GDP) to market exchange rate,PA.NUS.PPPC.RF,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.46259828954378,0.575554626652401,0.375685062943865,0.383154535739516,0.454051108065791,0.587147544258255,0.62365661109589,0.61588258446508,0.593825633850383,0.403984388981397,0.414860160998206,0.341453902790724,0.296334049384005,0.315744439180542,0.34830844833988,0.435610561334731,0.505028149393684,0.585031809549422,0.662729260149171,0.647376351687296,0.78801981781848,0.879408688515878,0.798228643236004,0.764942558329948,0.742573171860178,0.558895883707521,0.569073019022895,0.63431277083155
"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,112.229606628418,114.199432373047,109.366607666016,100.684646606445,..,..,..,..,..,..,..,..,..,..,..,..,..
"Primary education, duration (years)",SE.PRM.DURS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5
"Primary education, pupils",SE.PRM.ENRL,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,12812029,13623388,13676582,13995216,14009392,13924849,13524834,14163728,14814043,15719836,16089731,15984805,16694572,16378400,17488899,17331575,..,17568716,18822709,18409050,20312241,19002864,19231504,19410183,19930484,..,..,20568128,..,20939076,20211506,19727684,19380387,18919122,18979209,18661105,..,17996083,17812436,17451886,16893490,16486880,16134889,16760693,16630217,17035929,..,..
"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,49.7104187011719,49.378589630127,49.3006706237793,49.4595794677734,49.4518203735352,..,..,..,..,48.8024215698242,..,..,..,..,..,..,..,..,..,49.2302093505859,..,..,..,..,..,..,..,..,..,47.7313613891602,47.6987113952637,47.7529907226563,47.7374114990234,47.719898223877,47.7067604064941,47.5925598144531,..,47.208610534668,47.1778793334961,47.2005310058594,47.2366485595703,47.3332786560059,47.4266510009766,47.7624282836914,47.8852806091309,48.0639495849609,..,..
"Primary education, teachers",SE.PRM.TCHR,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,457406,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,807053,815079,858813,867003,877204,887428,886781,..,754291,773624,770703,762132,774575,786411,789575,795014,791787,..,..
"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,94.7827529907227,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,92.6142425537109,92.6128616333008,92.0723114013672,90.044563293457,89.7346572875977,89.5783081054688,87.7873992919922,..,91.0298461914063,91.0757675170898,90.8332977294922,90.7311325073242,90.2333526611328,89.8296203613281,89.768669128418,89.6353988647461,89.3108901977539,..,..
"Primary income on FDI, payments (current US$)",BX.KLT.DREM.CD.DT,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,535000000,793000000,1335000000,1539000000,1461000000,955000000,1328000000,2419000000,1457000000,1271000000,1682000000,1841000000,1558000000,2255000000,2915000000,1892000000,1053000000,824000000,1979000000,2315000000,2814000000,3975000000,6070000000,6456000000,5150000000,4237935000,5005463544.74426,5949601274.30401,5983739070.25059,6859728499.13718,11035332129.663,13883672890.4194,19691708352.4579,28772552056.5726,21028639100,62183068278.58,63171142662.47,36107773659.79,17444738635.09,35802800919.82,28564624122.18,28747884282.68,30189281603.8
"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2404000000,2891000000,3806000000,4892000000,6733000000,8424000000,11644000000,14981000000,11726000000,12722000000,12779000000,12089000000,10882000000,12851000000,13856000000,12765000000,10555000000,9115000000,11630000000,11293000000,14562000000,17527000000,21688000000,24531000000,22780000000,21506555000,23022742196.8929,21485798727.2345,21890774759.8047,23719058064.6948,29161701040.597,33927084450.8514,40783869372.7644,53072582765.9323,42510024800,84751258181.14,93356880442.8,62925699723.57,44668348536.51,65019573500.07,54840213658.01,52607818874.07,54547033473.32
"Primary income receipts (BoP, current US$)",BX.GSR.FCTY.CD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,387000000,304000000,380000000,666000000,1279000000,1406000000,1382000000,1487000000,719000000,1256000000,1589000000,967000000,568000000,771000000,1310000000,1157000000,904000000,1118000000,1308000000,2202000000,3457000000,5350000000,5344000000,4914000000,3936000000,3620738000,3279535000,3295248300,3338654400,3198928000,3194314002.82,6438109642.84757,11492702741.6825,12510818371.0801,8841274000,17696446438.76,22881841633.19,8618152398.31,12129860430.62,12849313680.78,11930684522.81,11527530760.54,11975450342.85
Primary school starting age (years),SE.PRM.AGES,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6
